"","horse_id","horse_name","median_speed","min_speed","max_speed","cv_speed","cluster"
"1",1,"Sounds Delicious",17.1846838434143,3.70515948286837,19.4823326650984,0.118429389948691,1
"2",2,"Crimson Frost",17.0437645668906,2.98683363502241,19.3279130959882,0.126777097556065,3
"3",3,"Friend of Liberty",16.9597690214274,3.40426282651351,19.254476579306,0.121286430533018,1
"4",4,"Bobby's Song",16.7000892571708,3.23149523718237,19.2723689240363,0.151684313641846,3
"5",5,"Bourbon N Rye",16.6944106689556,1.51171505506763,20.0554887204589,0.155815999874418,1
"6",6,"Bourbon Did It",17.0991268556558,2.04902841071751,19.8782587676974,0.134238219189297,1
"7",7,"Tenency",16.7599102581342,2.75223154875912,19.8157951652769,0.134765132523005,3
"8",8,"Legion Storm",16.9498838304854,2.79980629204752,19.549742223598,0.110051518199516,3
"9",9,"Frost's Song",16.1271387106338,7.34815966226424,18.6753392351983,0.106557931364777,6
"10",10,"Kavansberg",16.0305231708573,3.33248299719897,20.1122274527275,0.122978734905038,3
"11",11,"Tammany Giant",16.3131239404743,7.4113777078457,19.1964198697779,0.115977207656272,6
"12",12,"Call It a Truce",16.6011178957387,3.0503416027378,19.0483181106375,0.14825420408359,3
"13",13,"Annette's Humor",16.7367492375123,2.74072431899144,21.7837256407832,0.142416201650552,7
"14",14,"Rose of Dublin",16.5917851594813,2.94624702040588,19.2168849325611,0.109314628885016,3
"15",15,"Caralicious",16.7585404739085,0.425386572303087,19.8095632618762,0.130547766388438,1
"16",16,"Big Brown Cat",16.6836150788772,3.01038611770701,20.0313905674366,0.137195188995729,3
"17",17,"Dontcallmefrancis",16.6536977600807,3.23533355715694,19.5056390264319,0.123940767721098,3
"18",18,"Ladyberg",16.2280475633861,1.73865623992063,19.0794286878146,0.150580681199174,6
"19",19,"T J's Rose Ella",15.7499401153945,2.08476149297097,19.0225352716249,0.140611664483619,6
"20",20,"Small Bear",16.7323116049347,6.30138768636475,19.1297666995464,0.0938181398225068,6
"21",21,"Holiday Bonus",16.8264010802909,2.61683338176678,19.476003310063,0.111533900441526,3
"22",22,"Backsideofthemoon",17.1496798975788,3.58533389249225,19.1521633292034,0.106533815991111,2
"23",23,"Hit It Once More",16.566259051294,3.05786937883823,19.7405822573084,0.117489652242931,3
"24",24,"Roaming Union",16.9744442000482,4.0153600005078,19.9599255500338,0.0941119983002745,2
"25",25,"Bronx Sandman",16.2362399893905,6.72345025099208,17.8639271043587,0.117949070288307,6
"26",26,"Carrera Cat",17.4020552616177,2.4940859982964,20.2091346525431,0.125849983888969,1
"27",27,"Gentle Annie",16.8022612500487,2.5757391736713,19.383447593591,0.125072057845298,3
"28",28,"Passporttovictory",16.8337691013367,2.55177933911573,19.8413118415411,0.147373716874456,3
"29",29,"Miss Marion",16.6285325503334,2.62013231892608,17.7822223217555,0.129493624964994,3
"30",30,"Scorpion Bowl",16.1494741493687,2.16830251694544,17.8840842820106,0.143160545421294,3
"31",31,"Southern Fried Fun",16.208601347735,1.77095326759152,18.3787177112843,0.176270709309343,5
"32",32,"Pinchbeck",17.0845096270785,1.51973694114088,19.2374466025679,0.141684320058332,1
"33",33,"Stone Breaker",17.3161246640771,2.59627653975638,19.7376075112583,0.122113343252949,3
"34",34,"Papa Jim",17.1230440630751,2.18097571776392,20.4480828169924,0.12512560318438,1
"35",35,"Dr. Lloyd",16.7462604063917,2.74109669650609,19.1286014113227,0.167297295186561,3
"36",36,"Dollarsforpennies",16.1495731953685,3.20108421700408,18.9229800643556,0.123478866532537,3
"37",37,"Simbasalltrouble",16.5033822956586,2.21842626894435,19.7649955517722,0.134565708628005,3
"38",38,"Straphanger",16.6056343649154,3.64861643149947,19.8892597201958,0.13857786259553,3
"39",39,"Lettercarrierhenry",16.1989920286895,3.53473593786499,19.0729157764693,0.137159926782898,6
"40",40,"Flat Calm",16.6202157130314,2.98140269339867,19.9271070691562,0.13506008302457,3
"41",41,"Timely Tradition",17.315631464961,2.63234393060228,19.8900874908387,0.124174826461916,3
"42",42,"My Roxy Girl",17.2059473801342,3.16627133582528,20.0923684683194,0.11737127558017,3
"43",43,"Fair Regis",17.3954300862283,0.314233959899144,20.0387107002125,0.117992187067874,2
"44",44,"Baby Boss",16.7763376079243,0.850565753961384,19.290426052622,0.144884970371147,1
"45",45,"Moondance Joy",17.0727359712968,0.222071008575397,19.5692971306378,0.120177415183001,2
"46",46,"Ribbonite",16.1020814124939,1.52153068172181,19.4820900067551,0.157458718698358,6
"47",47,"Mind Control",17.5198574140131,2.43881789414244,20.056118337403,0.114308621475941,3
"48",48,"Our Braintrust",17.0311801575396,4.34117923812885,18.961352624735,0.0999099521396692,2
"49",49,"Family Biz",16.8957251767968,2.47879245067154,19.4717365538137,0.112460308428826,3
"50",50,"Gates of Dawn",16.7832417919123,3.72261049784714,19.1690133494519,0.178346999876878,5
"51",51,"Souper Jackpot",16.6467219943511,5.42443263807191,19.2254898480911,0.100904963291584,6
"52",52,"Direct Order",16.7116726234736,1.94107665496732,19.0476007877718,0.123046941709687,3
"53",53,"Alright Alright",16.6806083910596,2.56014404625504,19.1642801814509,0.15180142620392,3
"54",54,"For Pops",16.9058569281138,2.93805372274026,19.8923511475377,0.162271824300672,3
"55",55,"Bitumen",17.1151311274004,0.190744020875054,20.5152015347999,0.135318974329432,1
"56",56,"The Great Samurai",16.9363079440328,3.06138892078509,19.2869694375732,0.132557144109124,3
"57",57,"Samadi Sky",17.3363739760458,2.98573584415679,19.6362434862978,0.111791410205897,3
"58",58,"Dancetrack",17.1490600615231,0.757668001243483,19.1616693536438,0.139360193478258,1
"59",59,"Conquest Prankster",16.8984133759997,2.53319019557431,20.4936421211128,0.145673709225891,3
