"","horse_id","horse_name","mean_side_movement","max_side_movement","range_side_movement","iqr_side_movement","cluster"
"1",2,"Crimson Frost",0.00274121902861164,0.785293482840281,2.18973237642668,0.113472408833685,3
"2",8,"Legion Storm",-0.0044015510817578,0.626128597156628,0.991711920021225,0.101791059157575,2
"3",10,"Kavansberg",-0.019196728292378,0.444033674130363,1.19202574555601,0.116974310664866,1
"4",14,"Rose of Dublin",0.00372675252486554,0.656064756759054,0.922891019775208,0.098648336733112,2
"5",15,"Caralicious",-0.00759797101055304,0.554039284748179,1.42893953632422,0.101907021868292,3
"6",19,"T J's Rose Ella",-0.0124969764538238,0.214652719153206,0.428836566206656,0.111941843057066,6
"7",21,"Holiday Bonus",-0.00274177466340825,0.256470616917728,0.450029972287931,0.0751454986657958,6
"8",22,"Backsideofthemoon",-0.00549128775223425,0.226247963237966,0.522711098754593,0.121931463762939,6
"9",23,"Hit It Once More",-0.0118161212875526,0.236417700696328,0.513611624915629,0.149083838437721,4
"10",24,"Roaming Union",0.00462264995478934,0.672251925432522,1.00928120910202,0.102021881535905,2
"11",32,"Pinchbeck",-0.0294414128618349,0.487587350166789,2.17395624595889,0.123177623738152,3
"12",34,"Papa Jim",-0.011364644193875,0.239980207325126,0.50215119116215,0.114628634720916,6
"13",36,"Dollarsforpennies",-0.0201262211004901,0.260704301210165,0.493673799735544,0.111892033925603,6
"14",37,"Simbasalltrouble",-0.0207784558081438,0.24004915934593,0.625157461248356,0.120138443344478,5
"15",41,"Timely Tradition",-0.00750213923258443,0.317166913025692,0.66727371498987,0.117352577217672,5
"16",47,"Mind Control",-0.0113964499164651,0.203950914741101,0.449809028762152,0.0806511823489133,6
"17",48,"Our Braintrust",-0.00607874357539853,1.09858805178107,1.65545201744651,0.113561308010564,8
"18",49,"Family Biz",0.00225979358159653,0.69267421380341,1.02949013110909,0.0970206393483884,2
"19",50,"Gates of Dawn",-0.00413686207945594,0.248928875804057,0.516519291362459,0.0757333277451626,6
"20",51,"Souper Jackpot",-0.0367384396493688,0.207641273437666,0.580713951026498,0.10293212520648,4
"21",52,"Direct Order",0.00165080252394887,0.698109788502458,0.962543344154208,0.0979868663832115,2
"22",55,"Bitumen",-0.0124519722853797,0.22105399924037,0.468930178635144,0.0995371245859277,6
"23",56,"The Great Samurai",-0.00588593004613238,0.227335466717104,0.515093508766313,0.128876371605829,6
"24",57,"Samadi Sky",-0.0153340734895069,0.239876844269637,0.500774541934853,0.0851923163072124,6
"25",62,"Excess Capacity",-0.00902999710954673,0.271899096378196,0.567599178361569,0.121738820813962,6
"26",63,"Paynterbynumbers",-0.00894332894941286,0.317511150662405,0.601788299751322,0.104920727346887,6
"27",64,"Fancy That",-0.0134258758372075,0.307461471090074,0.633143941773892,0.134799152649104,6
"28",65,"She'll Do",0.00517082781129578,0.221833664217374,0.472155492361142,0.10552039585751,6
"29",66,"Silk Assassin",-0.0173457625451714,0.244374252015545,0.515218470738418,0.0884342070120216,6
"30",67,"Moon and Stars",0.00580391933806828,0.219418872446054,0.479107546248077,0.104093952636713,6
"31",68,"Tikhvin Flew",-0.0187503941207669,0.199440548575915,0.418301981880878,0.101932298708403,6
"32",69,"Pulsate",-0.00638434662391902,0.495684234325102,1.82606940817637,0.105425425181341,1
"33",70,"Spun to Run",-0.0105694635966782,0.246096644223618,0.565309525409074,0.121536158903069,6
"34",81,"Free Coffee",-0.00519772318264039,0.18595646765541,0.417742693433825,0.128199449486883,4
"35",82,"Dizzy",-0.0164455189820424,0.265066026936384,0.491070774223035,0.147923965152911,4
"36",83,"Whyisshesoolucky",-0.0183489158320654,0.268324819384161,0.53601554454025,0.103956609666745,6
"37",84,"Stay Smart",-0.00355665779410026,0.318189042770715,0.675688238023704,0.108414999489622,5
"38",86,"Miss Allison",0.000505763505170158,0.251359393577759,0.459017857455235,0.0990018916616788,6
"39",89,"Admiral Blue",-0.0166171579307074,0.203117739814592,0.490176892756071,0.123174814045826,4
"40",90,"Halloween Horror",-0.00936062389739634,0.262382233449079,0.5315330062319,0.0929960160963765,6
"41",91,"Shamcat",-0.00606869493271592,0.461767157218349,1.77880580181188,0.127041617681925,1
"42",92,"Indian Guide",-0.0158992744059397,0.271473329018322,0.603801471553099,0.126656190850386,6
"43",93,"Outplay",-0.0228337514435569,0.272162677654086,0.640441429721255,0.116434592690985,5
"44",94,"Dublinthepleasure",-0.0122333727063584,0.232580780961211,0.653965017165544,0.100801831117749,5
"45",95,"Shalako",-0.00993773333112485,1.11069617499625,1.72408140470073,0.111861089812219,8
"46",96,"Toohottoevenspeak",-0.0100371304573012,0.59449194191679,0.914146307917494,0.124784362148439,2
"47",97,"Its All Relevant",-0.0226736783586503,0.624992467394044,1.26711004276905,0.10355880251751,8
"48",99,"Fifty",-0.0110784014197996,0.25741958898008,0.615580903992936,0.110081428592924,6
"49",100,"Gio d'Oro",-0.00958270102947708,0.19890012509271,0.496913663778954,0.0964615789678347,6
"50",101,"Blugrascat's Smile",-0.0081501032812316,0.290463921505539,0.646168013904282,0.104617955652194,6
"51",102,"Storm Prophet",-0.00385802493120576,0.778625025763959,1.11666040539086,0.111202551850215,2
"52",104,"Papa Shot",-0.00977052125807697,0.576529764671108,0.906788585406678,0.114816011342789,2
"53",105,"Singapore Trader",-0.011698871661213,0.303677295223255,0.677983362683531,0.116339153947236,5
"54",108,"Know Point Given",-0.00140597164603892,0.693543112784573,1.66592510701247,0.108704838796218,3
"55",109,"Frosty Linz",-0.0215618171928741,0.274353973148794,0.658558522769069,0.120640872714072,5
"56",112,"Big Expense",-0.019151066888776,0.436346644944201,2.75101878488801,0.107498995612853,1
"57",113,"Needs No Ice",0.00253127452359674,0.581988130861878,0.856652575697619,0.131167124341545,2
"58",114,"Promise Me Roses",-0.00847832514657713,0.275372727663501,0.548287707145343,0.106263446861718,6
"59",115,"Low Is Laine",-0.00717020953811379,0.286688775007911,0.643795705203263,0.110723860658012,5
"60",116,"Got the Gist",-0.011644791628285,0.384114509945579,1.56672351987282,0.102298271079754,1
"61",117,"Reyana Reya Dreams",-0.01485776760838,0.223741951668696,0.468487523756194,0.0985041092497987,6
"62",118,"Youmakemeblush",-0.000292764277725393,0.264925143351928,0.559750783960729,0.0967236344819864,6
"63",119,"Monteleone",-0.00592939971705694,0.305766881392932,0.618845664804925,0.0929736255523892,6
"64",120,"Trustworthy",-0.000933119207736076,0.742993926055401,1.12288373779963,0.095429353766856,2
"65",121,"Unpredictable",-0.000470662136370401,0.268146166344096,0.569908199123907,0.0899414200818089,6
"66",122,"Playwright",-0.00175410659393759,0.252674686186404,0.64653781333993,0.116161403223052,5
"67",123,"Expert",-0.0050922619550877,0.394389651948765,0.795650267683174,0.124914222383872,5
"68",124,"Stronger",-0.00122406151107896,0.186079171281481,0.446950384982064,0.0872060748308021,6
"69",125,"Intoxicologist",-0.00469768083915306,0.350464539210063,0.638433734555982,0.115585418983282,5
"70",126,"Delta Gamma",-0.0116411119142946,0.274924890886021,0.575792995579955,0.112492176524962,6
"71",127,"Cornetta's Choice",-0.00908095000471611,0.264720952469839,0.535874211139408,0.099745036241349,6
"72",128,"Bee'snbee's",-0.0028105548274148,0.434784673026602,1.46837937506543,0.109810947254538,1
"73",129,"Winifred J",-0.00240163331031525,0.224741990393223,0.482697784395172,0.0723209838581855,6
"74",130,"Sarah's Rainbow",-0.00816057981413947,0.434831798468689,1.93435748050861,0.121762219355418,1
"75",131,"Turn and Bern",0.000641516972060309,0.71360688250736,0.975489713073111,0.0791653889008658,2
"76",132,"Anne's Song",-0.0253343529955815,0.488138396748286,1.01215313646847,0.222728485539226,9
"77",134,"Joule",-0.00566063326375402,0.712430470436658,1.24806800502647,0.225839115331355,9
"78",137,"Mrs. Orb",-0.00877710372778871,0.495771842053665,2.19266337012806,0.104064782867188,1
"79",141,"Preservationist",0.00167696230595821,0.254285447413415,0.520773215914526,0.123893205155287,6
"80",145,"Hushion",-0.0159254951373194,0.241156869052065,0.562372586980106,0.103705864367408,6
"81",146,"Castle Casanova",-0.00998331235123087,0.223827479254992,0.557959690499904,0.103624456618265,6
"82",147,"Top of the Mint",-0.000921009078758957,0.254788029633645,0.526203148352988,0.0929821103356581,6
"83",148,"Smooth Tales",-0.0220829385202776,1.06703829366998,1.58828213830734,0.118048362968864,8
"84",151,"Big Browning",0.00298111775101999,0.340816495095103,0.792254579028784,0.196475554311618,9
"85",160,"Have Another",0.00773840242136632,0.206285147936523,0.451025564424415,0.0917992086317403,6
"86",161,"Kathryn the Wise",-0.0123196818474857,0.707878666872809,1.14803610328413,0.0807761918161235,2
"87",162,"Playinwiththeboys",-0.00989578204461667,0.256876521196797,0.560214326446852,0.113046923644557,6
"88",164,"Starlite Mission",-0.00350898341216057,1.03286484551955,1.57224940821354,0.0850473897447497,8
"89",167,"Silly Sister",-0.0159176163275088,0.255669260646383,0.558956962764697,0.132980277369173,4
"90",170,"Raging Fire",-0.0169436160010523,0.279804496636678,0.545838873890942,0.127332702654469,6
"91",172,"Won't Be Missed",-0.00966408348182542,1.15733512788825,1.8905563587561,0.136684308168647,8
"92",173,"Storm Scat",-0.00654873859718485,0.388788797476387,0.69575108284131,0.100204145509666,5
"93",175,"Rockin Jo",-0.00967238946495507,0.527836540210435,1.03309146708277,0.109617306409138,3
"94",176,"Double Deep",-0.00272677588764253,0.248424446673231,0.545792828235388,0.103142296089665,6
"95",177,"Rogue Nation",-0.00869506765966605,0.275673885187368,0.595800491339622,0.0984410625947947,6
"96",178,"Dooley",-0.00323694537746025,0.572242402158545,0.905210389604301,0.0993047268781504,2
"97",179,"Domain",-0.0101837962400903,0.28547474929021,0.593186418654907,0.119249416798963,6
"98",182,"Latin Love Bug",-0.0152894634138646,0.278360183815239,0.590169752644987,0.0952916792830774,6
"99",184,"I Love Jaxson",-0.007445967712152,0.822606471454537,1.12806331236293,0.0896169352419278,2
"100",187,"Racing Raven",0.00240561763711156,0.231807119020316,0.456428813543764,0.106820922464795,6
"101",188,"Bold Gem",-0.0174744329019659,0.404212023992049,1.27253460684035,0.107529760016296,1
"102",189,"Alrahaal",-0.0257990235695913,0.340491982506109,0.963867459292027,0.125838230439678,3
"103",191,"Twelfthofneverland",-0.00649712459307846,0.56633197022939,0.883973291043807,0.101858794518025,2
