"","race_id","horse_id","horse_name","median_speed","min_speed","max_speed","cv_speed","cluster"
"1","AQU_20190101_1",1,"Sounds Delicious",16.7748301519746,3.70515948286837,18.9322767679727,0.129381462591149,3
"2","AQU_20190101_1",2,"Crimson Frost",16.5402306808621,2.98683363502241,18.5513716775003,0.131815246533062,3
"3","AQU_20190101_1",3,"Friend of Liberty",16.6113894613665,3.40426282651351,18.9133922161322,0.13917835262496,3
"4","AQU_20190101_1",4,"Bobby's Song",16.7000892571708,3.23149523718237,19.2723689240363,0.151684313641846,3
"5","AQU_20190101_1",4638,"Jc's Shooting Star",16.9908505963275,2.82264416745831,18.8520574003217,0.136955285945861,3
"6","AQU_20190101_2",5,"Bourbon N Rye",16.6654676753801,1.51171505506763,19.2071162329546,0.129605910024596,7
"7","AQU_20190101_2",6,"Bourbon Did It",16.4660165439021,7.50313770538603,18.8651238436991,0.103346710751625,8
"8","AQU_20190101_2",7,"Tenency",16.281310331541,2.75223154875912,18.592863533833,0.123660538750644,3
"9","AQU_20190101_2",8,"Legion Storm",16.1746988621844,7.61022560183984,18.6180130895759,0.0996545466154094,8
"10","AQU_20190101_2",9,"Frost's Song",16.1271387106338,7.34815966226424,18.6753392351983,0.106557931364777,8
"11","AQU_20190101_2",10,"Kavansberg",15.9523072857602,7.38206305017081,20.1122274527275,0.114508010757832,5
"12","AQU_20190101_2",11,"Tammany Giant",15.7504258529299,7.4113777078457,18.6152700957472,0.119276597340279,7
"13","AQU_20190101_3",12,"Call It a Truce",16.6011178957387,3.0503416027378,19.0483181106375,0.14825420408359,3
"14","AQU_20190101_3",13,"Annette's Humor",16.2746428880889,3.1324275440807,19.79785588938,0.16054616377182,3
"15","AQU_20190101_3",14,"Rose of Dublin",16.5338608152608,3.29473833121751,18.9270301408981,0.147608712191128,3
"16","AQU_20190101_3",15,"Caralicious",16.2699169806586,0.425386572303087,18.8172889323169,0.168926051874451,7
"17","AQU_20190101_3",16,"Big Brown Cat",16.5726630392181,3.01038611770701,20.0313905674366,0.174445195457007,3
"18","AQU_20190101_3",17,"Dontcallmefrancis",16.5422479568398,3.23533355715694,18.2760355423905,0.14088551871435,3
"19","AQU_20190101_3",18,"Ladyberg",16.5193795244969,2.2274129700371,18.1203221158333,0.148803099212715,3
"20","AQU_20190101_3",19,"T J's Rose Ella",15.9837310881315,2.74562982816185,19.0225352716249,0.154102224120889,3
"21","AQU_20190101_4",20,"Small Bear",16.4984502379028,6.30138768636475,17.85347415319,0.0832004892177065,4
"22","AQU_20190101_4",21,"Holiday Bonus",16.5169279001018,6.52828816900052,17.8985234985399,0.0844331640112279,4
"23","AQU_20190101_4",22,"Backsideofthemoon",16.6153666605785,6.93502959600343,17.847600862593,0.0800870467051812,2
"24","AQU_20190101_4",23,"Hit It Once More",16.2029283768388,6.15460122540706,19.001441990471,0.0948219139851557,4
"25","AQU_20190101_4",24,"Roaming Union",15.9959810031005,6.93502739525146,18.208495457938,0.0994785048929751,8
"26","AQU_20190101_4",25,"Bronx Sandman",16.2362399893905,6.72345025099208,17.8639271043587,0.117949070288307,7
"27","AQU_20190101_5",26,"Carrera Cat",16.6610746271009,2.4940859982964,18.438289827511,0.132630606250657,3
"28","AQU_20190101_5",27,"Gentle Annie",16.5702613003914,2.5757391736713,18.339304585004,0.130874680760307,3
"29","AQU_20190101_5",28,"Passporttovictory",16.6248802066717,2.55177933911573,18.063567635329,0.134484004736621,3
"30","AQU_20190101_5",29,"Miss Marion",16.6285325503334,2.62013231892608,17.7822223217555,0.129493624964994,3
"31","AQU_20190101_5",30,"Scorpion Bowl",16.1494741493687,2.16830251694544,17.8840842820106,0.143160545421294,3
"32","AQU_20190101_5",31,"Southern Fried Fun",16.208601347735,1.77095326759152,18.3787177112843,0.176270709309343,7
"33","AQU_20190101_5",32,"Pinchbeck",16.0687777592512,1.51973694114088,17.8884890600102,0.190768859765631,5
"34","AQU_20190101_6",33,"Stone Breaker",17.0101789016484,8.41411740897529,19.135989203872,0.0894202247083549,8
"35","AQU_20190101_6",34,"Papa Jim",16.8589730625183,7.51256570874368,19.4551462055161,0.0994961781462319,8
"36","AQU_20190101_6",35,"Dr. Lloyd",16.8146913788949,7.35464822937897,19.066034994562,0.102774199173364,8
"37","AQU_20190101_6",36,"Dollarsforpennies",16.5986157664788,7.82344457622545,18.9229800643556,0.10515446116736,8
"38","AQU_20190101_6",37,"Simbasalltrouble",16.6468534476123,5.20065736488114,18.4862139026873,0.109920027427197,8
"39","AQU_20190101_6",38,"Straphanger",16.0029004353292,7.56260713492201,18.440918083622,0.103934002841331,8
"40","AQU_20190101_6",39,"Lettercarrierhenry",15.605284425631,8.27666210950165,19.0360976624985,0.12563992521688,7
"41","AQU_20190101_7",40,"Flat Calm",16.6269313356,2.98140269339867,18.6507169471242,0.135043879880924,3
"42","AQU_20190101_7",41,"Timely Tradition",16.6993569489769,2.70643080226311,18.1800601845558,0.122717047161132,3
"43","AQU_20190101_7",42,"My Roxy Girl",16.4871433413075,3.20666757327882,18.6260865954831,0.123180686850948,3
"44","AQU_20190101_7",43,"Fair Regis",16.5851394240769,0.314233959899144,18.3254983404562,0.138114040477283,7
"45","AQU_20190101_7",44,"Baby Boss",16.4678138740677,0.850565753961384,18.9181845571999,0.160794737110783,7
"46","AQU_20190101_7",45,"Moondance Joy",16.4441387333376,0.222071008575397,18.863604345999,0.152699894597539,7
"47","AQU_20190101_7",46,"Ribbonite",15.8255070414203,1.52153068172181,18.5565888056319,0.151439650048402,3
"48","AQU_20190101_8",47,"Mind Control",16.8598042847775,5.4862393388735,19.4445476146978,0.0933214916460232,4
"49","AQU_20190101_8",48,"Our Braintrust",16.8675926816951,5.33081919513426,18.8280083737644,0.094208215963255,9
"50","AQU_20190101_8",49,"Family Biz",16.6024694769692,6.66946728095184,18.3137142477669,0.0849779975820323,4
"51","AQU_20190101_8",50,"Gates of Dawn",16.881503584744,6.94251615614312,18.2319891168803,0.0862933837528781,2
"52","AQU_20190101_8",51,"Souper Jackpot",16.6467219943511,5.42443263807191,19.2254898480911,0.100904963291584,4
"53","AQU_20190101_8",52,"Direct Order",16.6084541565189,6.80926703865862,18.0677568179401,0.0897959923387104,4
"54","AQU_20190101_9",53,"Alright Alright",16.6806083910596,2.56014404625504,19.1642801814509,0.15180142620392,3
"55","AQU_20190101_9",54,"For Pops",16.8129196247409,2.93805372274026,19.0685522269792,0.145236934710299,3
"56","AQU_20190101_9",55,"Bitumen",16.7451503898138,2.83998231406886,19.3736937959909,0.154412874815622,3
